		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
08/29/13	8:39 a	23.1	23.1	22.9	34	6.3	0.4	SSE	0.03	1.3	SSE	23.1	22.2	22.2	758.9	0.00	0.0	0.000	0.003	36.9	16	7.0	35.1	3.52	1.1259	23	1	100.0	1
08/29/13	8:40 a	23.1	23.1	23.1	34	6.4	0.4	SE	0.03	0.9	SSE	23.1	22.2	22.2	758.8	0.00	0.0	0.000	0.003	37.1	16	7.1	35.2	3.52	1.1254	24	1	100.0	1
08/29/13	8:41 a	23.2	23.2	23.1	33	6.0	0.4	ESE	0.03	0.9	SSE	23.2	22.3	22.3	758.8	0.00	0.0	0.000	0.003	37.2	16	7.2	35.3	3.53	1.1250	23	1	100.0	1
08/29/13	8:42 a	23.3	23.3	23.2	33	6.1	0.4	SE	0.03	0.4	ESE	23.3	22.4	22.4	758.9	0.00	0.0	0.000	0.003	37.3	16	7.2	35.4	3.53	1.1246	23	1	100.0	1
08/29/13	8:43 a	23.4	23.4	23.3	33	6.2	0.4	SE	0.03	0.9	ESE	23.4	22.6	22.6	758.9	0.00	0.0	0.000	0.004	37.4	16	7.3	35.6	3.54	1.1240	24	1	100.0	1
08/29/13	8:44 a	23.4	23.4	23.4	33	6.2	0.4	SE	0.03	0.9	NE	23.4	22.7	22.7	758.9	0.00	0.0	0.000	0.004	37.5	16	7.4	35.7	3.54	1.1236	23	1	100.0	1
08/29/13	8:45 a	23.4	23.4	23.4	33	6.2	0.9	ENE	0.05	0.9	NE	23.4	22.7	22.7	758.9	0.00	0.0	0.000	0.004	37.7	16	7.6	35.9	3.55	1.1229	24	1	100.0	1
08/29/13	8:46 a	23.4	23.4	23.4	33	6.2	0.4	ENE	0.03	0.9	ENE	23.4	22.7	22.7	758.9	0.00	0.0	0.000	0.004	37.8	16	7.6	36.0	3.55	1.1224	23	1	100.0	1
08/29/13	8:47 a	23.4	23.4	23.4	33	6.2	0.4	E	0.03	0.9	SE	23.4	22.6	22.6	758.9	0.00	0.0	0.000	0.004	37.9	16	7.7	36.2	3.55	1.1219	24	1	100.0	1
08/29/13	8:48 a	23.4	23.4	23.4	33	6.2	0.0	SSW	0.00	0.4	SSW	23.4	22.7	22.7	758.9	0.00	0.0	0.000	0.004	38.0	16	7.8	36.3	3.54	1.1215	23	1	100.0	1
08/29/13	8:49 a	23.5	23.5	23.4	33	6.3	0.0	ESE	0.00	0.4	ESE	23.5	22.7	22.7	758.9	0.00	0.0	0.000	0.004	38.1	16	7.9	36.4	3.54	1.1211	23	1	100.0	1
08/29/13	8:50 a	23.6	23.6	23.6	33	6.4	0.9	E	0.05	0.9	ENE	23.6	22.8	22.8	758.9	0.00	0.0	0.000	0.004	38.3	16	8.0	36.6	3.53	1.1203	23	1	100.0	1
08/29/13	8:51 a	23.6	23.6	23.6	33	6.4	0.4	E	0.03	0.9	E	23.6	22.8	22.8	758.9	0.00	0.0	0.000	0.004	38.4	16	8.1	36.7	3.53	1.1198	23	1	100.0	1
08/29/13	8:52 a	23.7	23.7	23.6	33	6.4	0.9	ENE	0.05	1.3	NE	23.7	22.9	22.9	758.8	0.00	0.0	0.000	0.004	38.5	16	8.2	36.8	3.52	1.1193	24	1	100.0	1
08/29/13	8:53 a	23.7	23.7	23.7	33	6.4	0.9	ENE	0.05	0.9	ENE	23.7	22.9	22.9	758.9	0.00	0.0	0.000	0.004	38.6	16	8.3	36.9	3.52	1.1189	22	1	95.7	1
08/29/13	8:54 a	23.6	23.7	23.6	33	6.4	0.9	ENE	0.05	1.3	NE	23.6	22.8	22.8	758.8	0.00	0.0	0.000	0.004	38.7	16	8.4	37.1	3.52	1.1183	23	1	100.0	1
08/29/13	8:55 a	23.6	23.7	23.6	33	6.4	0.9	NE	0.05	1.8	NE	23.6	22.8	22.8	758.9	0.00	0.0	0.000	0.004	38.9	16	8.5	37.3	3.51	1.1177	24	1	100.0	1
08/29/13	8:56 a	23.6	23.6	23.6	33	6.3	0.4	ENE	0.03	0.9	NE	23.6	22.8	22.8	758.9	0.00	0.0	0.000	0.004	39.0	16	8.6	37.4	3.51	1.1172	23	1	100.0	1
08/29/13	8:57 a	23.6	23.6	23.6	33	6.4	0.4	ENE	0.03	1.3	NE	23.6	22.8	22.8	758.9	0.00	0.0	0.000	0.004	39.1	16	8.7	37.6	3.50	1.1167	24	1	100.0	1
08/29/13	8:58 a	23.7	23.7	23.6	33	6.4	0.9	ENE	0.05	1.3	ENE	23.7	22.9	22.9	758.9	0.00	0.0	0.000	0.004	39.2	15	7.8	37.5	3.40	1.1171	23	1	100.0	1
08/29/13	8:59 a	23.7	23.7	23.7	33	6.5	0.0	ENE	0.00	0.4	ENE	23.7	22.9	22.9	758.9	0.00	0.0	0.000	0.004	39.3	15	7.9	37.6	3.39	1.1166	23	1	100.0	1
08/29/13	9:00 a	23.8	23.8	23.8	33	6.6	0.0	ENE	0.00	0.4	ENE	23.8	23.1	23.1	758.9	0.00	0.0	0.000	0.004	39.4	15	8.0	37.7	3.39	1.1162	24	1	100.0	1
08/29/13	9:01 a	24.0	24.0	23.8	33	6.7	0.0	ENE	0.00	0.4	ENE	24.0	23.2	23.2	758.9	0.00	0.0	0.000	0.004	39.6	15	8.1	37.8	3.39	1.1156	22	1	95.7	1
08/29/13	9:02 a	24.2	24.2	24.0	32	6.4	0.0	ENE	0.00	0.4	ENE	24.2	23.4	23.4	758.8	0.00	0.0	0.000	0.004	39.7	15	8.2	38.0	3.38	1.1149	24	1	100.0	1
08/29/13	9:03 a	24.3	24.3	24.2	32	6.6	0.0	---	0.00	0.0	---	24.3	23.6	23.6	758.9	0.00	0.0	0.000	0.004	39.8	15	8.3	38.2	3.38	1.1145	23	1	100.0	1
08/29/13	9:04 a	24.5	24.5	24.4	32	6.7	0.0	ENE	0.00	0.4	ENE	24.5	23.7	23.7	758.8	0.00	0.0	0.000	0.004	39.9	15	8.4	38.3	3.37	1.1140	24	1	100.0	1
08/29/13	9:05 a	24.7	24.7	24.6	31	6.4	0.4	E	0.03	0.9	SSE	24.7	23.9	23.9	758.9	0.00	0.0	0.000	0.004	40.1	15	8.5	38.4	3.37	1.1136	23	1	100.0	1
08/29/13	9:06 a	24.9	24.9	24.7	31	6.6	0.0	SE	0.00	0.4	ESE	24.9	24.2	24.2	758.9	0.00	0.0	0.000	0.005	40.2	15	8.6	38.6	3.36	1.1131	23	1	100.0	1
08/29/13	9:07 a	25.1	25.1	24.9	31	6.7	0.9	SE	0.05	0.9	SE	25.1	24.4	24.4	758.8	0.00	0.0	0.000	0.005	40.3	15	8.7	38.7	3.36	1.1126	24	1	100.0	1
08/29/13	9:08 a	25.2	25.2	25.1	31	6.8	0.0	SSW	0.00	0.9	SSW	25.2	24.4	24.4	758.8	0.00	0.0	0.000	0.005	40.4	15	8.8	38.8	3.36	1.1121	23	1	100.0	1
08/29/13	9:09 a	25.3	25.3	25.2	31	6.9	0.4	SE	0.03	0.9	ESE	25.3	24.6	24.6	758.9	0.00	0.0	0.000	0.005	40.6	15	8.9	39.0	3.35	1.1114	24	1	100.0	1
08/29/13	9:10 a	25.4	25.4	25.3	30	6.5	0.0	SE	0.00	0.4	SE	25.4	24.6	24.6	758.9	0.00	0.0	0.000	0.005	40.7	15	9.0	39.1	3.35	1.1110	23	1	100.0	1
08/29/13	9:11 a	25.4	25.4	25.4	30	6.6	0.0	E	0.00	0.4	E	25.4	24.6	24.6	758.9	0.00	0.0	0.000	0.005	40.8	15	9.1	39.3	3.34	1.1105	23	1	100.0	1
08/29/13	9:12 a	25.6	25.6	25.5	30	6.7	0.0	E	0.00	0.4	E	25.6	24.7	24.7	758.9	0.00	0.0	0.000	0.005	40.9	15	9.2	39.4	3.34	1.1101	24	1	100.0	1
08/29/13	9:13 a	25.7	25.7	25.6	30	6.8	0.0	E	0.00	0.4	E	25.7	24.8	24.8	758.9	0.00	0.0	0.000	0.005	41.0	15	9.2	39.6	3.33	1.1097	23	1	100.0	1
08/29/13	9:14 a	25.9	25.9	25.8	29	6.5	0.4	S	0.03	1.3	SSW	25.9	24.9	24.9	758.9	0.00	0.0	0.000	0.005	41.1	15	9.3	39.7	3.33	1.1092	24	1	100.0	1
08/29/13	9:15 a	25.9	25.9	25.9	29	6.5	0.0	SW	0.00	0.9	SSW	25.9	24.9	24.9	758.9	0.00	0.0	0.000	0.005	41.2	15	9.4	39.8	3.33	1.1087	23	1	100.0	1
08/29/13	9:16 a	25.9	25.9	25.9	29	6.5	0.9	SSE	0.05	1.3	SSE	25.9	24.9	24.9	758.9	0.00	0.0	0.000	0.005	41.3	15	9.5	39.9	3.32	1.1082	24	1	100.0	1
08/29/13	9:17 a	26.0	26.0	26.0	29	6.6	0.4	SSW	0.03	1.3	SSE	26.0	25.0	25.0	758.9	0.00	0.0	0.000	0.005	41.5	15	9.6	40.1	3.32	1.1076	23	1	100.0	1
08/29/13	9:18 a	26.0	26.0	26.0	29	6.6	0.9	SE	0.05	1.8	SE	26.0	25.0	25.0	758.9	0.00	0.0	0.000	0.005	41.6	15	9.7	40.3	3.31	1.1070	23	1	100.0	1
08/29/13	9:19 a	26.0	26.1	26.0	29	6.6	0.9	SSW	0.05	1.3	SW	26.0	25.0	25.0	758.9	0.00	0.0	0.000	0.005	41.7	15	9.8	40.3	3.31	1.1068	24	1	100.0	1
08/29/13	9:20 a	26.0	26.1	26.0	29	6.6	1.3	SSW	0.08	1.8	SSW	26.0	25.0	25.0	758.9	0.00	0.0	0.000	0.005	41.8	15	9.9	40.6	3.30	1.1062	23	1	100.0	1
08/29/13	9:21 a	26.0	26.0	26.0	29	6.6	1.3	SSW	0.08	3.1	SE	26.0	25.0	25.0	758.9	0.00	0.0	0.000	0.005	41.9	15	10.0	40.7	3.30	1.1056	24	1	100.0	1
08/29/13	9:22 a	26.0	26.0	26.0	29	6.6	1.8	SE	0.11	2.7	SSE	26.0	25.0	25.0	758.9	0.00	0.0	0.000	0.005	42.1	15	10.1	40.8	3.30	1.1052	23	1	100.0	1
08/29/13	9:23 a	26.1	26.1	26.0	29	6.6	1.8	SE	0.11	2.7	ESE	26.1	25.0	25.0	758.9	0.00	0.0	0.000	0.005	42.2	15	10.2	40.9	3.29	1.1047	23	1	100.0	1
08/29/13	9:24 a	26.1	26.1	26.1	28	6.2	2.2	SE	0.13	2.7	ESE	26.1	25.0	25.0	758.9	0.00	0.0	0.000	0.005	42.3	15	10.3	41.1	3.29	1.1042	24	1	100.0	1
08/29/13	9:25 a	26.2	26.2	26.1	28	6.2	1.3	SE	0.08	2.2	ESE	26.2	25.1	25.1	758.9	0.00	0.0	0.000	0.005	42.4	15	10.3	41.2	3.28	1.1038	23	1	100.0	1
08/29/13	9:26 a	26.2	26.2	26.2	28	6.3	1.8	SE	0.11	3.6	SE	26.2	25.1	25.1	758.9	0.00	0.0	0.000	0.005	42.5	15	10.4	41.3	3.28	1.1033	24	1	100.0	1
08/29/13	9:27 a	26.3	26.3	26.3	28	6.4	1.8	ESE	0.11	3.1	ESE	26.3	25.2	25.2	758.9	0.00	0.0	0.000	0.006	42.6	15	10.5	41.4	3.28	1.1028	23	1	100.0	1
08/29/13	9:28 a	26.4	26.4	26.3	28	6.4	1.3	SE	0.08	2.7	ESE	26.4	25.2	25.2	758.9	0.00	0.0	0.000	0.006	42.7	15	10.6	41.6	3.27	1.1024	24	1	100.0	1
08/29/13	9:29 a	26.4	26.4	26.4	28	6.5	1.3	SE	0.08	1.8	SE	26.4	25.3	25.3	758.9	0.00	0.0	0.000	0.006	42.8	15	10.7	41.7	3.27	1.1019	23	1	100.0	1
08/29/13	9:30 a	26.5	26.5	26.4	28	6.5	0.9	E	0.05	2.7	SE	26.5	25.3	25.3	758.9	0.00	0.0	0.000	0.006	42.9	15	10.8	41.9	3.26	1.1015	23	1	100.0	1
08/29/13	9:31 a	26.6	26.6	26.5	28	6.5	1.8	SE	0.11	2.7	SSE	26.6	25.3	25.3	758.9	0.00	0.0	0.000	0.006	43.1	15	10.9	42.1	3.26	1.1009	24	1	100.0	1
08/29/13	9:32 a	26.6	26.6	26.6	28	6.6	1.8	ESE	0.11	2.2	SSE	26.6	25.4	25.4	758.9	0.00	0.0	0.000	0.006	43.2	15	11.0	42.2	3.26	1.1005	23	1	100.0	1
08/29/13	9:33 a	26.6	26.6	26.6	28	6.6	2.2	SE	0.13	3.1	ESE	26.6	25.4	25.4	758.9	0.00	0.0	0.000	0.006	43.3	15	11.0	42.3	3.25	1.1000	24	1	100.0	1
08/29/13	9:34 a	26.6	26.6	26.6	28	6.6	1.3	SE	0.08	2.7	SE	26.6	25.4	25.4	758.9	0.00	0.0	0.000	0.006	43.4	15	11.1	42.4	3.25	1.0995	23	1	100.0	1
08/29/13	9:35 a	26.7	26.7	26.6	28	6.7	0.9	E	0.05	2.2	SE	26.7	25.5	25.5	759.0	0.00	0.0	0.000	0.006	43.5	15	11.2	42.6	3.24	1.0991	23	1	100.0	1
08/29/13	9:36 a	26.8	26.8	26.7	27	6.2	0.9	SE	0.05	2.2	SE	26.8	25.5	25.5	758.9	0.00	0.0	0.000	0.006	43.6	15	11.3	42.7	3.24	1.0986	24	1	100.0	1
08/29/13	9:37 a	26.9	26.9	26.8	28	6.8	0.9	SSE	0.05	2.7	SSE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	43.7	15	11.4	42.9	3.24	1.0982	23	1	100.0	1
08/29/13	9:38 a	26.9	26.9	26.9	27	6.4	2.2	SE	0.13	3.1	ESE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	43.8	15	11.5	43.1	3.23	1.0978	24	1	100.0	1
08/29/13	9:39 a	27.0	27.0	26.9	27	6.4	1.8	SE	0.11	2.7	SE	27.0	25.7	25.7	759.0	0.00	0.0	0.000	0.006	43.9	14	10.5	42.7	3.03	1.0983	23	1	100.0	1
08/29/13	9:40 a	27.0	27.1	27.0	27	6.4	1.8	SE	0.11	2.7	ESE	27.0	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.1	14	10.6	42.8	3.02	1.0978	24	1	100.0	1
08/29/13	9:41 a	27.0	27.0	27.0	27	6.4	2.7	SE	0.16	3.6	ESE	27.0	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.2	14	10.7	43.0	3.02	1.0974	23	1	100.0	1
08/29/13	9:42 a	26.9	27.0	26.9	27	6.4	2.2	SE	0.13	3.1	SE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.3	14	10.8	43.1	3.02	1.0969	23	1	100.0	1
08/29/13	9:43 a	26.9	26.9	26.9	27	6.4	1.8	S	0.11	3.1	SE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.4	14	10.9	43.3	3.01	1.0964	24	1	100.0	1
08/29/13	9:44 a	26.9	26.9	26.9	27	6.4	2.2	SE	0.13	4.5	SE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.5	14	11.0	43.4	3.01	1.0960	23	1	100.0	1
08/29/13	9:45 a	26.9	26.9	26.9	27	6.4	1.8	SE	0.11	2.7	SE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.6	14	11.0	43.6	3.00	1.0955	24	1	100.0	1
08/29/13	9:46 a	26.9	26.9	26.9	27	6.4	1.3	SSW	0.08	2.2	SE	26.9	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.7	14	11.1	43.7	3.00	1.0951	23	1	100.0	1
08/29/13	9:47 a	27.0	27.0	26.9	27	6.4	1.3	E	0.08	3.1	ESE	27.0	25.7	25.7	759.0	0.00	0.0	0.000	0.006	44.8	14	11.2	43.8	3.00	1.0946	23	1	100.0	1
08/29/13	9:48 a	27.1	27.1	27.0	27	6.4	0.9	SE	0.05	1.8	SSE	27.1	25.8	25.8	759.0	0.00	0.0	0.000	0.006	44.9	14	11.3	44.0	2.99	1.0941	24	1	100.0	1
08/29/13	9:49 a	27.2	27.2	27.1	27	6.5	1.3	SE	0.08	2.2	SE	27.2	25.8	25.8	759.0	0.00	0.0	0.000	0.006	45.0	14	11.4	44.1	2.99	1.0938	23	1	100.0	1
08/29/13	9:50 a	27.3	27.3	27.2	27	6.6	0.9	ESE	0.05	1.8	E	27.3	26.0	26.0	759.0	0.00	0.0	0.000	0.006	45.1	12	9.1	43.2	2.62	1.0955	24	1	100.0	1
08/29/13	9:51 a	27.3	27.4	27.3	26	6.1	3.1	SE	0.19	4.0	SE	27.3	25.9	25.9	759.0	0.00	0.0	0.000	0.006	45.1	11	7.8	42.6	2.43	1.0968	23	1	100.0	1
08/29/13	9:52 a	27.3	27.3	27.3	26	6.1	2.7	SE	0.16	3.1	SE	27.3	25.9	25.9	759.0	0.00	0.0	0.000	0.006	44.8	11	7.6	42.3	2.44	1.0977	24	1	100.0	1
08/29/13	9:53 a	27.3	27.3	27.3	26	6.1	3.1	SE	0.19	4.5	SE	27.3	25.9	25.9	759.0	0.00	0.0	0.000	0.006	44.6	11	7.5	42.1	2.46	1.0986	23	1	100.0	1
08/29/13	9:54 a	27.2	27.3	27.2	26	6.0	1.8	E	0.11	3.1	SSE	27.2	25.8	25.8	759.0	0.00	0.0	0.000	0.006	44.3	11	7.3	41.8	2.48	1.0997	23	1	100.0	1
08/29/13	9:55 a	27.2	27.2	27.2	26	6.0	3.1	SE	0.19	4.5	SE	27.2	25.8	25.8	758.9	0.00	0.0	0.000	0.006	44.1	11	7.0	41.4	2.50	1.1007	24	1	100.0	1
08/29/13	9:56 a	27.2	27.2	27.2	26	6.0	2.7	ESE	0.16	3.6	ESE	27.2	25.8	25.8	759.0	0.00	0.0	0.000	0.006	43.8	11	6.8	41.1	2.52	1.1020	23	1	100.0	1
08/29/13	9:57 a	27.2	27.2	27.2	26	6.0	1.3	E	0.08	2.7	NE	27.2	25.8	25.8	758.9	0.00	0.0	0.000	0.006	43.6	11	6.7	40.9	2.53	1.1027	24	1	100.0	1
08/29/13	9:58 a	27.3	27.3	27.2	26	6.1	1.8	E	0.11	4.0	ESE	27.3	25.9	25.9	759.0	0.00	0.0	0.000	0.006	43.3	11	6.5	40.6	2.55	1.1038	23	1	100.0	1
08/29/13	9:59 a	27.3	27.3	27.3	26	6.1	2.7	SE	0.16	4.0	ESE	27.3	25.9	25.9	758.9	0.00	0.0	0.000	0.006	43.1	11	6.3	40.3	2.54	1.1047	23	1	100.0	1
08/29/13	10:00 a	27.3	27.3	27.3	26	6.1	3.1	SE	0.19	4.5	E	27.3	25.9	25.9	758.9	0.00	0.0	0.000	0.006	42.8	11	6.1	40.1	2.53	1.1056	24	1	100.0	1
08/29/13	10:01 a	27.3	27.3	27.3	25	5.6	3.1	SSE	0.19	4.0	ESE	27.3	25.9	25.9	758.9	0.00	0.0	0.000	0.006	42.6	11	5.9	39.8	2.52	1.1065	23	1	100.0	1
08/29/13	10:02 a	27.3	27.3	27.3	26	6.1	2.2	SE	0.13	3.6	ESE	27.3	25.9	25.9	758.9	0.00	0.0	0.000	0.006	42.4	11	5.8	39.6	2.52	1.1074	23	1	100.0	1
08/29/13	10:03 a	27.3	27.3	27.3	26	6.1	1.8	SE	0.11	2.7	ESE	27.3	25.9	25.9	758.9	0.00	0.0	0.000	0.006	42.2	12	6.9	39.8	2.71	1.1072	23	1	100.0	1
08/29/13	10:04 a	27.4	27.4	27.3	26	6.2	2.2	SE	0.13	3.1	SE	27.4	26.1	26.1	758.9	0.00	0.0	0.000	0.006	42.0	12	6.7	39.6	2.70	1.1081	23	1	100.0	1
08/29/13	10:05 a	27.4	27.4	27.4	26	6.2	2.7	SE	0.16	5.4	ESE	27.4	26.1	26.1	759.0	0.00	0.0	0.000	0.006	41.8	12	6.6	39.4	2.70	1.1089	24	1	100.0	1
08/29/13	10:06 a	27.4	27.4	27.4	25	5.6	2.7	SE	0.16	4.9	ESE	27.4	25.9	25.9	758.9	0.00	0.0	0.000	0.006	41.7	12	6.5	39.2	2.69	1.1095	23	1	100.0	1
08/29/13	10:07 a	27.4	27.4	27.4	26	6.2	1.3	SE	0.08	3.6	ESE	27.4	26.1	26.1	758.8	0.00	0.0	0.000	0.006	41.6	12	6.4	39.1	2.69	1.1098	24	1	100.0	1
08/29/13	10:08 a	27.5	27.5	27.4	25	5.7	2.2	SSE	0.13	3.6	SSE	27.5	26.1	26.1	758.8	0.00	0.0	0.000	0.006	41.4	12	6.3	38.9	2.68	1.1105	23	1	100.0	1
08/29/13	10:09 a	27.5	27.5	27.5	26	6.3	1.8	SE	0.11	2.7	ENE	27.5	26.2	26.2	758.8	0.00	0.0	0.000	0.006	41.2	12	6.1	38.8	2.67	1.1112	24	1	100.0	1
08/29/13	10:10 a	27.6	27.6	27.5	25	5.8	2.7	SE	0.16	4.0	SSE	27.6	26.2	26.2	758.8	0.00	0.0	0.000	0.006	41.1	12	6.0	38.6	2.67	1.1118	23	1	100.0	1
08/29/13	10:11 a	27.6	27.6	27.6	26	6.4	1.8	SE	0.11	3.6	ESE	27.6	26.3	26.3	758.8	0.00	0.0	0.000	0.006	41.0	12	6.0	38.5	2.67	1.1121	23	1	100.0	1
08/29/13	10:12 a	27.6	27.6	27.6	25	5.8	2.2	SE	0.13	4.0	SE	27.6	26.2	26.2	758.8	0.00	0.0	0.000	0.006	40.8	12	5.8	38.3	2.66	1.1128	24	1	100.0	1
08/29/13	10:13 a	27.7	27.7	27.6	25	5.8	0.9	SE	0.05	2.2	SSW	27.7	26.3	26.3	758.8	0.00	0.0	0.000	0.006	40.7	12	5.8	38.2	2.66	1.1132	23	1	100.0	1
08/29/13	10:14 a	27.7	27.7	27.7	26	6.5	0.9	ENE	0.05	1.8	NE	27.7	26.4	26.4	758.7	0.00	0.0	0.000	0.007	40.6	12	5.6	38.1	2.65	1.1138	24	1	100.0	1
08/29/13	10:15 a	27.8	27.8	27.7	25	6.0	1.8	ESE	0.11	2.7	ESE	27.8	26.4	26.4	758.8	0.00	0.0	0.000	0.007	40.5	13	6.7	38.3	2.95	1.1132	23	1	100.0	1
08/29/13	10:16 a	27.9	27.9	27.8	25	6.0	0.9	SSW	0.05	1.8	SE	27.9	26.5	26.5	758.8	0.00	0.0	0.000	0.007	40.3	13	6.6	38.1	2.97	1.1139	23	1	100.0	1
08/29/13	10:17 a	28.0	28.0	27.9	25	6.1	2.7	SE	0.16	3.6	ESE	28.0	26.6	26.6	758.8	0.00	0.0	0.000	0.007	40.3	13	6.6	38.1	2.97	1.1142	24	1	100.0	1
08/29/13	10:18 a	28.1	28.1	28.0	24	5.6	2.2	SE	0.13	3.1	SE	28.1	26.6	26.6	758.9	0.00	0.0	0.000	0.007	40.2	13	6.5	37.9	2.98	1.1147	23	1	100.0	1
08/29/13	10:19 a	28.1	28.1	28.1	24	5.6	3.1	SE	0.19	4.0	SE	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	40.1	13	6.4	37.8	2.99	1.1151	24	1	100.0	1
08/29/13	10:20 a	28.1	28.1	28.1	24	5.6	2.2	SSW	0.13	3.6	SSE	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	40.0	13	6.4	37.7	2.99	1.1153	23	1	100.0	1
08/29/13	10:21 a	28.1	28.1	28.1	24	5.6	2.7	SE	0.16	4.0	S	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	39.9	13	6.3	37.6	3.00	1.1158	24	1	100.0	1
08/29/13	10:22 a	28.1	28.1	28.1	24	5.6	2.2	S	0.13	4.0	SE	28.1	26.6	26.6	758.9	0.00	0.0	0.000	0.007	39.8	13	6.2	37.6	3.00	1.1161	23	1	100.0	1
08/29/13	10:23 a	28.1	28.1	28.1	24	5.6	3.1	SE	0.19	4.9	SE	28.1	26.6	26.6	758.9	0.00	0.0	0.000	0.007	39.7	13	6.1	37.4	3.01	1.1166	23	1	100.0	1
08/29/13	10:24 a	28.1	28.1	28.1	24	5.6	2.2	SE	0.13	4.9	E	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	39.6	13	6.1	37.3	3.02	1.1170	24	1	100.0	1
08/29/13	10:25 a	28.0	28.1	28.0	24	5.5	2.2	SSE	0.13	3.1	SSE	28.0	26.6	26.6	758.9	0.00	0.0	0.000	0.007	39.6	13	6.0	37.3	3.02	1.1173	22	1	95.7	1
08/29/13	10:26 a	28.1	28.1	28.0	24	5.6	2.2	SE	0.13	3.1	S	28.1	26.6	26.6	758.9	0.00	0.0	0.000	0.007	39.4	13	5.9	37.2	3.03	1.1177	24	1	100.0	1
08/29/13	10:27 a	28.1	28.1	28.1	24	5.6	2.2	SSE	0.13	3.1	ESE	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	39.4	13	5.9	37.1	3.03	1.1179	23	1	100.0	1
08/29/13	10:28 a	28.1	28.1	28.1	24	5.6	2.2	SSE	0.13	4.0	SE	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	39.3	13	5.8	37.0	3.04	1.1184	23	1	100.0	1
08/29/13	10:29 a	28.0	28.1	28.0	24	5.5	2.7	SE	0.16	4.0	SE	28.0	26.6	26.6	758.9	0.00	0.0	0.000	0.007	39.2	13	5.7	36.9	3.05	1.1189	24	1	100.0	1
08/29/13	10:30 a	28.1	28.1	28.0	24	5.6	2.2	SE	0.13	3.6	SE	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	39.1	13	5.7	36.8	3.05	1.1190	23	1	100.0	1
08/29/13	10:31 a	28.1	28.1	28.1	24	5.6	2.7	ESE	0.16	4.0	ESE	28.1	26.6	26.6	758.9	0.00	0.0	0.000	0.007	39.1	13	5.6	36.8	3.06	1.1193	24	1	100.0	1
08/29/13	10:32 a	28.1	28.1	28.1	24	5.6	1.3	E	0.08	2.7	NE	28.1	26.6	26.6	758.8	0.00	0.0	0.000	0.007	39.0	13	5.6	36.7	3.06	1.1195	23	1	100.0	1
08/29/13	10:33 a	28.2	28.2	28.1	24	5.7	1.3	SSE	0.08	2.2	SW	28.2	26.7	26.7	758.8	0.00	0.0	0.000	0.007	38.9	13	5.5	36.6	3.07	1.1200	24	1	100.0	1
08/29/13	10:34 a	28.3	28.3	28.2	23	5.2	2.2	E	0.13	2.7	SE	28.3	26.7	26.7	758.8	0.00	0.0	0.000	0.007	38.8	13	5.5	36.5	3.07	1.1202	23	1	100.0	1
08/29/13	10:35 a	28.4	28.4	28.3	23	5.3	2.2	SE	0.13	3.1	ESE	28.4	26.8	26.8	758.8	0.00	0.0	0.000	0.007	38.8	13	5.5	36.5	3.07	1.1202	23	1	100.0	1
08/29/13	10:36 a	28.4	28.4	28.4	23	5.3	1.8	SE	0.11	3.6	E	28.4	26.8	26.8	758.8	0.00	0.0	0.000	0.007	38.8	13	5.4	36.4	3.08	1.1204	24	1	100.0	1
08/29/13	10:37 a	28.4	28.4	28.4	23	5.3	3.1	SE	0.19	4.5	SE	28.4	26.8	26.8	758.8	0.00	0.0	0.000	0.007	38.7	13	5.4	36.4	3.08	1.1207	23	1	100.0	1
08/29/13	10:38 a	28.4	28.4	28.3	23	5.3	2.2	SE	0.13	3.6	SE	28.4	26.8	26.8	758.8	0.00	0.0	0.000	0.007	38.7	13	5.3	36.3	3.09	1.1209	24	1	100.0	1
08/29/13	10:39 a	28.4	28.4	28.4	23	5.3	3.1	SE	0.19	4.9	SE	28.4	26.8	26.8	758.9	0.00	0.0	0.000	0.007	38.7	13	5.3	36.3	3.09	1.1209	23	1	100.0	1
08/29/13	10:40 a	28.4	28.4	28.4	24	5.9	1.8	SE	0.11	3.6	ESE	28.4	26.9	26.9	758.8	0.00	0.0	0.000	0.007	38.6	13	5.3	36.3	3.09	1.1211	23	1	100.0	1
